hochdeutsch,bischemerisch
Leier,Leire
leiern,laiere
Leim,Laym
leimen,layme
Leintuch,Lailich
leise,leis
leit,onni
Leiter,Lader
Leiter,Ladern
Leitersprosse,Schbrusel
Leitseil,Ladsal
Lerche,che
Lerche,i
Lerche,Lär
lernen,lern
lernen,lerne
lernen,lärne
lesen,leese
lesen,läse
lesen,lääse
letzte,letzde
letzte,letzt'
letzten,letzte
letztmals,letztmool
Leuchte,Laychd
leuchten,laychde
Leuchten,Laychde
leuchten,leuchte
leuchtest,laychst
leuchtet,läuchd
leugnen,lagle
Leute,Layt
Leute,Leit
Leute,Leud
Leute,Leut
Leute,Läud
Leuten,Läude
leuten,läude
leutet,läud
Libelle,Schroschnaider
Licht,Licht
Licht,Liechd
Licht,Liichd
Licht,Liicht
lichten,lichde
Lichter,Lichder
Lichtschein,Liichtschej
lieb,geere
lieb,lieb
lieb,lip
Liebchen,Liewe
Liebe,Lieb
Liebe,Liewe
liebe,liewe
Liebe,Lip
lieben,liewe
Lieben,Liewe
lieber,liewer
lieber,liwwer
liebes,liebs
liebes,liewes
lieblich,liebli
Lieblingsspeise,Leibspeis
liebste,libste
Liebste,Liewe
liebsten,liebste
Liecht,Liecht
Liecht,Liicht
Lied,Hubbeliedle
Lied,Lied
LIed,Liet
Lied,Lit
Lieder,Liedli
liegen,leiche
liegen,liche
liegen,liege
liegen,lyche
liegst,leist
liegt,laicht
liegt,lait
liegt,leid
liegt,leit
liegt es,leit's
Liese,Lies
Liese,Liesle
Likör,Ligöör
Lilie,Liliche
Limburger,Limburcher
linde,g'linde
linde Luft,g'linde Luft
linkes,links
links,hyist
links,link
links,links
links,wist
links im Fuhrmannsruf,Har
links rum,wistrüm
Linsenleite,Lenzeleide
Liter,Liter
LLL,Lauder Laudemer Lumpe
Lob,Loub
loben,loube
loben,louwe
Lobspruch,Loubsprüch
Lobsprüche,Loubsprüch
lobt,löubd
lobt,löubt
Loch,Louch
Loch,Löchle
locken,locke
locken,loge
lockt,lockd
Lohn,Lo
Lohn,Lohn
Loosenhof,Loschehouf
Loosenhof,Loschenhouf
Lorbeeren,Laorbere
Lorbeeren,Lorbere
Los,Loos
losgegangen vom Gewebe,ausgedraslt
Lottel,Lodl
Lotter,Loder
Luder,Luuder
Ludwig,Lui
Luft,Lufft
Luft,Luuft
luftig,lufdi
Lug,Luuch
lummerig,lommeri
Lump,Huudel
Lump,Lumb
Lump,Lumbe
Lump,Lumbes
Lumpen,Glymp
Lumpen,Glümp
Lumpen,Lumbe
Lumpenchor,Lumbechor
Lumpenpack,Bogaschi
Lumpenpack,Hurebogaschi
Lumpenvieh,Lumbeviech
Lumpenzeug,Glymp
Lumpenzeug,Glümp
Lumpenzeug,Lumbezeuch
Lumpenzeug,Lumbezäuch
Lunte,Dsoche
Lust,Luust
lustig,lusdi
lustig,lusti
lustig,lusti'
lustig,lustich
Lustiges,G'schpassis
Lustiges,G'schpässli
luur,i
Lämmer,Lemer
Lämmlein,Lemle
Länder,Lenner
Länge,Leng
länger,lenger
Längsholz,Lenkwit
Längsholz des Pfluges,Grendl
Längsholz des Pfluges,Krentl
längst,lengst
Lärm,Gedemer
Lärm,Lärm
Lärm,Lärme
lärmt,lärmd
läuchd,Läsderwort
läufig,rinere
läufst,laafst
läuft,laafd
läuft,laaft
läuft,laft
Läuse,Läus
läuten,layde
läßt,lost
läßt,lösst
läßt,lößt
läßt man am,Owidumm
Löchlein,Löchle
Löffel,Leffel
Löffel,Löfl
Löhlein,Löhle
Löhne,Lö
löschen,lösche
löten,löde
Löwe,Löp
Lüche,Luuch
Lüge,Lyych
Lüge,Lüüche
lügen,lüüche
Lügenbold,Lüücheseggl
Lügensack,Lüücheseggl
Lügner,Lüücheseggl
lügt,lüücht
mach,moach
mach,moch
mach das,moach's
machen,mache
machen,moache
machen,moche
machst,meichst
machst,mejchst
macht,mejchd
macht,mejcht
macht,moacht
macht ihm,m
Made,Raube
mag,möych
mag,möüch
Magd,Maat
Magd,Mat
Magen,Maach
Magen,Maache
Magen,Moach
Magen,Moache
Magen,Moche
mager,moacher
magert,moacherd
Magnus,Menes
mahlen,mole
mahlen,moohle
mahlt,meilt
mahlt,mejlt
Mai,Mai
Maigans,Maigoans
Maiglöckchen,Maiglöggli
Maikäfer,Käffermo
Maikäfer,Maikäffer
Maitouren machen,Maiduuremoache
Makronen,Makrönli
mal,moal
mal,mool
Mal,Mool
malade,atermelit
malade,maladri
malade,malatri
malen,mole
malen,moole
Maler,Moler
Malz,Moalds
Mama,Mama
Mama,Mamme
mampfst,moampfst
man,mer
man,merr
man,mr
man es,mers
man es,s
man ihn,n
man kann es,s
manch,manich
manche,manchi
mancher,manicher
mancher,moancher
manches,mannichs
manches,moanches
manches,moannichs
manchesmal,moanchesmool
manchmal,alds
manchmal,manchmool
Manggasse,Mangase
Mann,Ma
Mann,Maa
Mann,Mennle
Mann,Mo
Mann,Moa
Mann,Moo
Mann,n
Mann,o
Mann Verniedlichungsform,Mennle
Mannheim,Mannem
Mannheimer,Mannemer
Mannschaft,Mannschaft
Mantel,Mantel
Marder,Roads
Maria,Marri
Marie,Mariele
Marie,Marii
Marie,Marri
Marie Verniedlichungsform,Mariile
Marienkäfer,Marieekäfferli
Markt,Marik
Markt,Mark
marschieren,marschiere
Martin,Märdle
Martinimesse,Mardinimes
Martinstag,Mardini
Maschine,Maschin
Maschine,Maschin'
Mass,Moas
Mass zum Messen,a
Mass zum Messen,Mo
Mass zum Messen,s
Massholder,Maslder
Massholder,Masltr
massiv von Charakter,hebüchern
matschig,matschich
Matthias,Mates
Mauern,Maure
mauern,maure
Maul,Gosch
Maul,Gosche
maulender,Brodzler
Maulwurf,Dsegerer
Maurer,Mayerer
Maus,Maus
mausetot,mausdood
Maß,Moass
Maß für Flüssigkeiten,Om
me,nooch
me,zu
Meckern,Megere
Meckern,Mekere
Meer,Meer
Mehl,Mähl
Mehlspeise,Buuwespitzli
Mehltau,Mildaa
mehr,mee
mehr,meehr
mehr,meh
mehr,meh'
mehr,mender
mehr,mr
mehr,r
mehren,mere
mein,mai
mein,mei
mein,mej
mein,mejn
mein,n
mein Lebtag,mai Ledi
meine,maan
meine,mej
meine,mejn
meine,moan
meinem,mejm
meinen,maane
meinen,main
meinen,mane
meinen,mejne
meinen,moane
meiner,mainer
meiner,mejner
meiner,mejnerer
meinst,mandst
meinst,mannst
meinst,manst
meinst,mast
meinst,moanst
meint,maant
meint,mant
meint,maont
meint,moant
Meinung,Maning
Meise,Meisle
Meisel,Masl
meiste,maasde
meistens,mastens
Meister,Masder
Meister,Mastr
melken,melge
Menagerie,Menascherie
Mensch,Wühler
Mensch ohne viel Gefühl,Kalde
Menschen,Mensche
Mentelein,Mendele
Menthal,Mendele
mer,gäm
mer,s
mer,wem
mer,wemmer
mer,wölle
mer,wöllemer
mer,zu sejner Muusich gäm
mer,zum
merci,merse
Mergentheim,Merchedaal
Mergentheim,Merchedoal
Mergentheim,Märchedoal
merke ich es,s
merken,märge
Merkmal,Märkmool
merkt,märkt
merkwürdige Truppe,Lumbechor
merrs,iss
merrs,s
mers,hott
mers,s
mers,sou hott
Messe,Mes
messen,messe
Messer,-Hack
Messer,Giegser
Messer,Messer
Messing,Mesing
Messner,Mesmer
Mette,Mede
Metzelgeschäft,schäft
Metzgergeschirr,schärr
Metzlen,Metzle
mi,dafft
mi,frööchd
mi,schaff
mi,schrei
mi oa vonn Koupf zu Fuß,Unn dafft
mich,mi
mich,mi'
mich,miech
mich,miich
mich,misch
mich ein,n
mich es,mie's
Michael,Michl
Michaelstag,Micheeli
Michaelstag,Micheli
Miene,Mien'
Miete,Miet
Milbe,Milwe
Milch,Milch
Milch,Milich
Milch,Milllich
mild,miild
Militär,Milideer
Minute,Minudd
Minute,Minut
Minuten,Minudde
mir,häm
mir,mer
mir,merr
mir,mier
mir,mir
mir,mr
mir,wemm
mir beinanner senn,Wemm
mir es,m'r's
mir es,merrs
mirs,mrs
Mispel,Mesbl
Mist,Miest
Mist,Mistlagge
Mist ausbreiten,braade
mistet,mist
Misthaufen,Miesthöuf
Mistlache,Mistlage
Mistsuttel,Mistsudl
mit,mid
mit,mied
mit,miet
mit,miit
mit,mit
mit dem,mi'm
mit dem,mit'em
mit dem,mit'm
mit dem Bauch auf dem,Bauchrutscherlis
mit den Fingernägeln lostrennen,grube
mit einem Stöckchen ganz schnell über etwas streichen,fitze
mit einer,re
mit Eisenhaken versehener Pfahl zum Ausheben von Hopfenstangen,Grambe
mit Lehm besudelt,verschliert
Mitberg,Mitberch
miteinander,minaner
mitgenommen,mitgnumme
mitgeschleift,schlaafd
Mittag,Middag
Mittag,Middoach
mittags,middoachs
Mittagstisch,Middoachsdiesch
Mittel,Middel
mitten,midde
Mitternachtsvase,Botschamber
Mittwoch,Mittwuch
moach,i
moachst,Moachebützeli
moan,i
Mode,Modi
Mode,Moti
moderig,müchzed
Molke,Molge
mollig,mollich
Monat,Monet
Mond,Mon
Mond,Mont
Mond,Moond
Mondschein,Mondeschej
Mondschein,Mondschej
Montag,Mondoch
Montag,Montig
Moor,Moor
Moos,Moos
Moosig,Moisi
Moosigbrunnen,Moisibrünnle
Moped,Pfupferle
morgen,morche
Morgen,Morche
morgen,moriche
morgen,morje
morgen geht es dir an den,morche geht drs oann de Kroache
Morgenleuten,Morcheläude
Morle,Schorle
morsch,moersch
morsch,vermorschd
morscher,mörscher
Most,Moust
Most,Öpfelmoust
Mostbalthasar,Moustbaldsle
Motorrad,Pfupferle
mr,bei
mr,cht
mr,dass
mr,derwärbt
mr,dunn
mr,e
mr,felltst
mr,gedenkt
mr,hott
mr,iss
mr,kaaft
mr,kri
mr,kriecht
mr,könne
mr,laaft
mr,lejcht
mr,muss
mr,n
mr,nemmt
mr,sie
mr,sieh
mr,sieht
mr,sou hott
mr,t
mr,wal
mr,wann
mr,wie
mr,woas
mr,woass
mr,wu
mr,wuu
mr,wäär
mr,wäärd
mr,wölle
mr jo nix steh,losse sie
mr jo nix stehn,losse sie
mr jo nix stehn,sie mir
mr mejn Läbdoach,gedenke ich
mr mejn Läbdoach,gedenkt
mr uff die Kunnschaft sieht,dass man
mr uff die Kunnschaft sieht,unn dass
mrs,lang
mrs,märkt
mrs,schneidt
mrs,säächend
mrs,wu
mrs,wär
mrs dann,onn wellem Zeiche märkt
mrs denkt,lang man es
mrs denkt,sou lang
mrs liebst,nocht wär
mrs liebst,wäre mir das
mrs sejcht,der mirs
mrs sejcht,där wo
Mund,Bunem
Mund,Gosch
Mund,Göschle
Mund,Maul
Mund,Mul
Mund,Schnude
mundvoll,mumpfl
mundvoll,numpfl
Murmeln,Gliger
Murmeln,Klicker
Muschel,Muschl
Musik,Muusich
musikalisches,heisa hobsassa
Musikanten,Musigande
Muskat,Muschkoat
muss dir es gelingen,linge
Mutter,Mamme
Mutter,Mudder
Mutterschwein,Dausch
mutterseelenallein,mudderselenaloa
mächtig,mechdi
mächtig,mächdi
Mädchen,Maadle
Mädchen,Maadli
Mädchen,Madle
Mädchen,Matle
Mädchen,Meedle
Mädchen,Mädele
mähe,meewe
mähen,meewe
mähen,mewe
mähen,möe
mähst,meewe
mäht,meebt
Männer,Menner
Männer Verniedlichungsform,Mennli
Männlein,Mennle
männlich,mennli
männlicher Kinderpenis,Buuwespitzli
Märchen,G'schichd
März,März
Mässchen,Moasle
Mässlein,Mösle
mästen,mäsde
Mäuse,Mays
mäßig,mäsi
möchte,möuch
möchte,möucht
möchte,möycht
möchte,möüch
möchte,t
möchte es,möuch's
möchte kaum meinen Augen,möuch koum mejne Aache draun
mögen,möge
mögen,möyche
Mörser,Mörschl
Mörtel,Mördl
Mücke,e
Mücke,g
Mücke,Mug
Mücken,Müggli
müd,müüd
müde,müdde
müde,müüd
müde,müüt
Mühe,Müh
Mühle,Myhle
Mühlenrad,Mühleroad
Mühlgestell,Dsarche
Müll,Müll
Mündchen,Göschle
Mündchen,Mayle
Mündchen,Mäule
Münder,Myner
Mündstück eines Geschirrs,Dsaude
mürbe,mörb
mürbe,mörep
müssen,misse
müssen,myse
müssen,müsse
Mütze,Kabbe
müßte immer an dich denken,müßt immer oann di denke
n,an
n,fengt jetz groad zu rejde
n,Frooche
n,gegen den
n,gejche
n,hott di House
n,House
n,n
n,rejde
n,s Frooche
na,no
Nabel,Noowl
nach,ch
nach,no
nach,noch
nach,noo
nach,nooch
nach,o
nach dem,nooch'm
nach einer kleinen Weile,re klaane Weil
nach Fett riechen,schwärmle
nach Fett riechen,schwärwle
nach springen,nochg'sprunge
nach vorn hin,föri
nach vorne,forschi
nach vorne hin,fori
Nachbar,Nochber
Nachbarhaus,Nochbershaus
Nachbarin,Nochbern
Nachbarn,Nochbern
Nachbarsleute,Nochbersläude
Nachen,Schelch
Nachen,Schelich
nachernten,stubfle
Nachgeburt,Feeche
nachgerannt,noochgrennt
nachher,noch't
nachher,nochert
nachher,nocht
Nachmittag,Noomiddag
Nacht,Naacht
Nacht,Nacht
Nacht,Noachd
Nacht,Noacht
Nacht,Nocht
Nachthafen,Botschamber
Nachtletzte,Nochtglödsle
Nachtleuten,Noachtläude
nachts,nachts
Nachttöpfe,Noachtdöpf
Nacken,Anke
Nackenbraten,Anklproate
nackt,nagi
nackt,nagich
nackt,nagit
Nackte,Nagdi
Nackter,Nagder
Nadel,Noodel
Nagel,Noochl
nageln,nochle
nagen,kibbere
nagen,noache
nagt,kibbert
nagt an,kibbert
nah,no
nah,noh
nah,nooh
nahe,no
nahezu,antem
Name,Noom
Namen,me
Namen,No
Namen,Nöme
Namen,o
Napf,Nopf
Narbe,Narwe
Narr,Nar
Narr,Schoude
Narr,Schoute
Narren,Narre
Nase,Noas
Nase,Noase
Nase,Noose
Nase,Nos
Nase putzen,Noasebutze
Nasenschleim,Routz
nass,nass
nass,noas
nass,nos
Natur,Natur
natürlich,nadrel
natürlich,natrel
ne,deckt
Nebel,Naawel
Nebel,Neewel
Nebel,Neewl
Nebel,Näwel
Nebel,Nääwel
Nebeldunst,Nääwelduunst
neben,bulem
neben,newer
neben,nääwe
neben an,n
neben an,nääwenoo
neben dem,newerem
nehme,nemm
nehme ich das,s
nehmen,neme
nehmen,nemme
nehmen,nems
nehmen uns auch jedes Jahr eine Menge für Königshofen,Künichshoufe vor
nehmt,nemmt
neidig,neidi'
neigt,neichd
nein,na
nein,naa
nein,nee
nein,noa
nennen,nenne
nennt,nennd
Nepomuk,Nebomuk
Nerven,Nerve
Nest,Neest
Nest Verniedlichungsform,Nesdle
Neste,Nesder
Netz,Neds
neu,nay
neu,neu
neu,näu
neue,naye
Neue,Naye
neue,näue
neue,näui
neuen,neue
Neuer,Nayer
Neues,Neu's
Neues,Näu's
neueste,neuste
Neugeborenes,Bobbele
neugierig,nayschiri
neugierig,neugieri
neulich,ch
neulich,nayli
neulich,näuli
neulich,näulist
neun,nay
neun,neun
neun Uhr,neuni
nicht,ned
nicht,net
nicht,nid
nicht,nit
nicht aus den Zähnen,nid aus de Zeh
nicht daheim,netam
nicht gegessener Apfelrest,Ööpfelbutze
nicht mehr,i
nicht mehr,m
nicht mehr,nim
nicht mehr,nimmee
nicht wahr,gäll
nicht wahr,ned woar
nicht wahr,newor
Nichtchrist,Heid
nichts,nigs
nichts,nix
nichts als,lautr
nichts als Dreck,lautr trek
nichts als ein Dreck,adrääg
nicken,gnauge
nicken,gnauke
nicken,nauke
nickt,gnaugt
nickt,gnaukt
nickt,naukt
nid,no
nie,nie
nieder,der
nieder,i
nieder,ni
niemals,niemals
niemals,niemools
niemand,e
niemand,mest
niemand,ni
niemand,niemand
niemand,niemes
Niklaus,Bouzenickel
Niklaus im Kindermund,Bouzenickel
nimmst,nemmst
nimmt,nehm
nimmt,nemmt
nimmt das,s
nirgends,nä
nirgends,närchends
nirgends,närchens
nirgends,näärchends
nirgends,rchends
nirgends,ä
nit,em
nivellieren,niweliere
no,binn
no,hott
no,mi
no,n
noch,no
noch,no'
noch,nocht
noch,noh
noch,nooch
noch den,m
noch einmal,noämool
nochmals,noml
Note,Not
Notizbuch,Nodizbuuch
Notizen,Nodize
November,November
Nudel,Nudl
Nummer,Nummer
nun,noo
nun,nun
nur,naor
nur,nar
nur,narr
nur,nor
nur,norr
nur,nur
nur,när
nur,närr
nur ein einziger Mann,narr ann aanzcher Moo
Nuss,Nus
Nuss,Nuss
nächste,nächschd
Nächte,Necht
nächtig,nechdi
nächtlicher Abschied,Nochtglödsle
Nägel,Neechl
Nägel,Neichl
Nägel,Nejchel
Nägeln,Neichl
Nähe,h
Nähe,Nö
Nähe,ö
nähen,näähe
nähen,schdebe
näher,nöher
nähren,nere
näht,nebt
nämlich,nemlich'
Nässe,Nes
nörgeln,knoddere
nörgeln,knöre
nörgelnder Mensch,Brodzler
Nörgler,Knodderer
Nörgler,Knörer
nötig,di
nötig,nö
nötig,ö
nüchtern,nychder
nüchtern,nüchdern
Nüsse,Nys
Nüsse,Nüssli
Nüsse,Nüß
nütze,nyds
nütze,nüds
oam,wu
ob,ob
ob bald,obal
ob dich da,-doo
Ob du männlich,leddi bist
ob er,ower
ob er bleibt,ower blait
oben,droben
oben,drouwe
oben,ouwe
oben beim,drouwe'm
oben beim Sprait,drouw'm Spraat
obendrein,n
obendrein,ouwedrej
ober,ower
ober,owr
Ober,Owwer
ober dem,owerem
Obst,Obscht
Ochs Verniedlichungsform,Ögsle
Ochse,Ogs
Ochsen,Ogse
Ochsen,Oxe
Ochsenstern,Oxestern
oder,oadder
oder,odder
oder,oder
oder,odr
oder Kastanienzweig,Holunder
Odermennig,Oddermennli
Odermennig,Otrmenle
Odermennig Würzbüschel,Oddermennli
Ofen,Oufe
Ofenglut,Oufeglut
Ofenruss,Rust
offen,offe
oft,oft
Ohm,Om
Ohmet,Omet
ohne,oh
ohne,ohne
ohne,ohni
ohne,oni
ohne Schuhe,strümpfi
Ohnmacht,Omocht
Ohr,Oar
Ohr,Ohr
Ohr,Or
Ohren,Ohre
Oktober,Ogdouwer
Oktober,Oktober
Oma,Oma
Omelett,Amlett
Omlett,Amlett
Onkel,Onkel
Onkel,Unkl
oowend,heint
Opa,Opa
Oper,Obber
Operette,Obberedde
Operette,Oberedde
ordentlich,orndli
ordentliche,orndlich
Ordnung,Ordning
Orte,Örter
Osten,Oste
Ostern,Oschdern
Ostern,Osdern
Otter,n
Otter,Oder
ovaler Korb aus Weidenruten,länglich
Owane,Oufekunze
Paar,Baar
paar,boar
Paar,Poar
pachtest,pachst
Pack,Bagaschi
packe ich das,s
packen,backe
packt er,packt'r
packt man,mr
Paimar,Baymert
Paimarer,Baymermer
Paket,Paket
Palme,Balme
Palmkätzchen,Palme
Pantoffel,Bandoffel
Papa,Babba
Papa,Papa
Papagei,Babegei
Papier,Babier
Pappa,Babbe
Pappe,Bap
Pappeln,Bable
Papst,Bobst
Papst,Popst
Paradies,Baredies
parieren,barier
Partizip zu gmeere,gegmeert
Pass,Pass
passen,basse
passen,passe
passend,gedli
passieren,bassiere
passiert,bassierd
passt,bassd
passt,baßd
passt,baßt
passt es,s
Pate,Doud
Patenkind,Döydle
patschnass,patschnoas
patzig,badsich
Pauke,Bauge
Paul v,Hindeburg
Pech,Bech
Pechpfetzer,Bechpfedser
peinigen,peiniche
peinigt,peinichd
Peitsche,Beitsch
Peitsche,Beitsche
peitschen,beitsche
Peitschenhieb,Beitschehieb
Peitschenkordel,Beitscheschmaaß
Peitschenstiel,Beitschestiel
peitscht,beitschd
Pelz,Beilds
Pelzle,Beldsle
Peter,Peder
Petersilie,Pederli
Pfad,Pfoad
Pfaffe,Pfaf
Pfaffenhütchen,Pfafehütle
Pfahl,Pfol
Pfahl zum Aufwinden eines Seiles,Radl
Pfanne,Pfane
Pfanne,Pfoanne
Pfannenkuchen,Pfoannekuche
Pfarrer,Pfar
Pfarrer,Pfarr
Pfarrer,Pfarre
Pfeffer,Pfefer
Pfeffer,Pfäffer
Pfeffernüsse,Pfäffernüßli
Pfeife,Pfayfe
pfeifen,pfeufe
Pfeifen,Pfeufe
Pfeifendeckel,Pfeufedeggel
Pfeifenkopf,Pfeufekoupf
pfeift,pfeufd
pfeift es,s
Pfennig,i
Pfennig,n
Pfennig,Pfen
Pfennig,Pfening
Pfennig,Pfenni
Pferch,Pfärich
Pferd,Gaul
Pferd,Gaule
Pferd,Pferd
Pferd,Schiml
Pferdchen,Gäule
Pferde,Gäul
Pferdewagen,Gäulsfuhrwerk
pfetzen,dswige
pfetzen,pfedse
pfetzen,pfätze
Pfiff,Pfif
pfiffig,pfiffi
Pfirsich,Pfersich
Pfirsich,Pfärsching
Pfirsichsorte reine Claude,Rinklawe
pfitschnass,pfitschnoas
Pfitze,Pfitsche
Pflanze,Moachebützeli
pflanzen,pflanze
Pflanzen,Schmasit
Pflanzenstumpf,Sdorzl
Pflaster,Bäbber
Pflaster,Pflasder
Pflege,Pfleche
Pflege,Pfläche
Pflege,Pflääche
pflegen,pfleeche
pflegen,pflege
pflegen,pfläche
Pfleger,Pflächer
pflegt,pflächd
pflegt,pfläächt
pflegt es,pfläächt's
Pflock,Pflouk
Pflug,Pfluch
Pflug,Pfluuch
Pflöcke,Pflök
pflügt,zackert
pfropfen,beldse
Pfründe,Pfryn
Pfund,Pfunt
Pfund,Pfuund
pfundweise,pfuundwaas
Pfädchen,Pfäädli
Pfühl,Pfülfe
Pfütze,Pfidsche
Pfütze,Pfitsche
Philipp,Fib
Pickel,Big
Pickel,g
Pickel,l
pickeln,biggle
Pille,Bille
Pillen,Bille
Pilz,Pilz
pinkeln,brundse
pinkeln,brunze
Pinsel,Bendsl
Plage,Plooch
plage,plooch
plagen,plooche
Plagen,Plooche
Plagerei,Blaggerei
plagt,plööchd
plagt,plööcht
Plaisier,Pläsier
plappern,bebbere
plappern,bebbern
Platte,Bladde
Platz,Platz
Platz,Plätzle
Platz,Plätzli
platzen,bladse
platzt herunter,pfloatscht
Plauderei,Gebatsch
plauschen,plausche
Pleite gehen,verkrache
Plätzchen,Plätzle
Plätzchen,Plätzli
Plätzlein,Plätzle
plötzlich,blötzlich
plündern,plünnere
plündern,plünnern
Politik,Boledik
Politik,Bolidig
Politik,Bolidik
Politur,Wichs
Polizei,Bolizei
polnisch,bolisch
Polster,Leene
Polster,Lene
Pommernland,Bommerland
Poppensee,Bobbesee
Posaune,Bosaune
Possen,Bosse
Potztausend,Botzdausend
predigen,brediche
Predigt,Bredich
Predigt,Preddich
predigt,preddicht
Presse,Bres
Prestige,Renommee
Preußen,Preusse
probieren,prowiere
probiert,prowierd
probiert,prowiert
Professor,Brafeser
profitabel,profidli
profitieren,profediere
prächtig,prächdi
prächtiges,s
Prügel,Bryychl
Prügel,Brüchl
Prügel,e
Prügel,l
Prügel,Prüch
Prügel,Prüchel
Prügelholz,Prüchelhoulz
prügeln,brüchle
prügeln,prüchle
prügelt,prücheld
Pulver,Bulver
Pumade,Bumoad
Pumpe,Bumbe
pumpen,bumbe
Punkt,Dibbele
Punkt,Dipfele
Puppe,b
Puppe,Bob
Puppe,Bobbe
Puppe,e
purzeln,borzeln
purzelst,borzelst
purzelt,borzld
putzen,budse
Putzen,Budses
putzen,butze
putzig,budsich
putzig,budsit
putzt,butzt
Päckchen,Päckle
Pülfringen,Bylfri
Pülfringen,Pülfri
Pülfringer,Bylfemer
Pünktchen,Dibbele
Pünktchen,Dipfele
pünktlich,pünktli'
quaken,quake
Qual,Gwoal
Qual,Gwool
Qual,Quoal
Qual,Quool
Qualm,Gwoolem
qualmen,gwalme
Quark,Glumbe
Quark,Madde
Quecke,Gwege
Quelle,Gwele
Quelle,Quell
Quelle im Taubental,Daawerdlequelle
Quitte,Khüte
Quitte,Kyde
quittiert,quiddiert
quälen,gweele
quälen,gwele
quälen,quäle
Quätschich,Quätschelatwärche
r,bis
r,r
r,t
r,vonn
r,woass
r,wud
r,wärrd
r kricht,wud
r wie,t
Rabe,Grap
Rabe,Rawe
Rad,Road
Radaubruder,Raudi
Radieschen,Radisli
ragt,raacht
Rahmen,Rome
Rain,n
Rain,Ra
Rain,Raa
Rain,Roa
Rainfarn,Raflder
Rainfarn,Roafelder
Rainfarn Würzbüschel,felder
Rainfarn Würzbüschel,n
Rainfarn Würzbüschel,Roa
Rand,Ront
Randstücke vom Kuchen,Krustestücker
Ranf,Rompft
Rang,Ronk
Rangerse,Rörsche
rasch bewegen,wäwwern
Rasen,Roose
Rasen,Wasem
Rat,Raat
Rat,Rood
Rat,Root
raten,roode
Raten,Roode
Ratte,Radde
Ratte,Rade
Ratten,Ratze
Ratz,Roads
Ratzkatze,Roadskads
Rauch,Rach
rauchen,pfedse
rauchen,pfätze
rauchen,raache
Rauchen,Raache
rauchen,rache
raucht,raachd
rauf,ruff
rauh,rauch
Raum,Raum
raunt,raund
Raupe,Raube
raus,raus
Rausch,Dusel
Rausch,Duusl
Rausch,Räuschle
rauscht,rauschd
rausgeklettert,rausgekläwwerd
rausgeklettert,rausgekläwwert
rausklettern,rausgekläwwere
Raute,Raude
Raute Würzbüschel,Raude
re,in
Rebe,Reewe
Reben binden,kuble
Rechen,che
Rechen,Reche
Rechen,Rä
Rechen,Rääche
Rechen,ä
rechnen,rechne
recht,rächt
recht,räächd
recht,räächt
Recht,Räächt
rechte,rechde
Rechte,Räächt
Rechtes,Rächts
rechts,rechds
rechts,rechts
rechts im Fuhrmannsruf,hot
rede,babbel
Rede,e
Rede,Reit
Rede,Rejd
Rede,Sprooch
rede kein dummes Zeug,s Zäuch
reden,babbele
reden,redde
reden,reide
reden,rejde
reden an,-oo
reden an,n
redest,reddst
redet,red't
redet,redd
redet,t
Regel,chl
Regel,e
Regel,Re
Regel,Räächel
Regen,Reche
regen,rejche
Regen,Räche
Regen,Rääche
Regenwürmer,Räächewörm
regnen,reechne
regnet,reychnt
regnet,rächnt
regt,rejchd
regt,rejcht
Regung,Mugser
Reh,Reh
reiben,raiwe
reich,raach
reich,raich
Reiche,Raiche
Reicher,Raichr
Reichtum,Raichdum
Reichtum,Reichdumm
Reif,Raaf
Reihe im Weinberg,Schrot
Reim,Raymer
Reim,Reum
rein,kouscher
rein,nai
rein,nej
rein,nejn
rein,noa
rein,rej
rein tritt,nejdabbt
reingeplagtes,rejgeblagds
reingeworfen,nejgmisse
Reinigung der Kuh,Feeche
Reinmischen,Nejgeduu
reintragen,nejtroache
Reintun,Nejgeduu
Reisekhötze,rejgeblagds
reisen,reise
Reisig,Raisich
reissen,dsuge
reiten,reide
Reiter,Reider
reitet ein,n
Reitschule,Reitschul
reißen,raaße
Rekruten,Rekrudde
renne,renn
rennen,renne
rennen,wetze
rennt,rennd
rennt so schnell er kann,rennt sou schnell'r koann
Renommee,Renommee
Rest,Rääst
Rest eines Apfels,Butze
retten,d
retten,e
retten,red
Rettich,Redich
Rettung,Redding
Reue,Räu
richte,richt
richten,richde
Richter,Richder
richtet,richt
richtig,richdi
richtig,richtig
richtige,rächde
richtigen,rächde
richtigen,rächten
richtiges,s
rieche es,riech's
riechen,che
riechen,i
riechen,ri
riechen,riche
riechen,rieche
riechen,schmage
riecht,richt
riecht,riichd
Riegel,Richl
Riemen,Rime
Riese,Riis
rieseln,risele
rieseln,risle
rieselt,risseld
rieselt,risselt
rieselt es,risseld's
Riesensätze,Riesesätze
Riester,Risder
Riester,Rister
Riffelbalken beim Flachsernten,Räff
Rind,Rint
Rinde,Rine
Ringel,Gringl
ringen,ringe
ringsherum,gringkstrüm
ringsherum,kringst
ringsherum,kringstrüm
ringsherum,kringstrümm
ringsherum,rümmdüm
ringsherum,rümmundümm
ringsherum,rümundüm
Rinne,Riniche
rinnen,rine
rinnend,derlecht
rinnt,derlecht
rinnt,rinnd
Rippchen,Rible
Rippe,Ribe
Rippe,Ripp
Rippenbraten,Ribbebroode
Riss,Riis
Ritt,Rit
